oversampling_scheme,runtime,learner,acc,prec,recall,fpr,f1,auc,g_score,d2h
No,0,SVM,0.986,0.0,0.0,0.0,0.0,0.5,0.0,0.707
No,0,KNN,0.986,0.0,0.0,0.0,0.0,0.5,0.0,0.707
No,0,LR,0.952,0.053,0.143,0.037,0.077,0.553,0.249,0.607
No,0,DT,0.968,0.091,0.143,0.02,0.111,0.561,0.249,0.606
No,0,RF,0.986,0.0,0.0,0.0,0.0,0.5,0.0,0.707
No,0,LightGBM,0.98,0.364,0.571,0.014,0.444,0.779,0.723,0.303
No,0,Adaboost,0.978,0.25,0.286,0.012,0.267,0.637,0.443,0.505
No,0,GBDT,0.95,0.05,0.143,0.039,0.074,0.552,0.249,0.607
Random,0.01,SVM,0.982,0.0,0.0,0.004,0.0,0.498,0.0,0.707
Random,0.01,KNN,0.968,0.0,0.0,0.018,0.0,0.491,0.0,0.707
Random,0.01,LR,0.922,0.029,0.143,0.067,0.049,0.538,0.248,0.608
Random,0.01,DT,0.966,0.222,0.571,0.028,0.32,0.772,0.72,0.304
Random,0.01,RF,0.986,0.0,0.0,0.0,0.0,0.5,0.0,0.707
Random,0.01,LightGBM,0.978,0.167,0.143,0.01,0.154,0.566,0.25,0.606
Random,0.01,Adaboost,0.958,0.111,0.286,0.032,0.16,0.627,0.441,0.506
Random,0.01,GBDT,0.964,0.211,0.571,0.03,0.308,0.771,0.719,0.304
SMOTE,0.01,SVM,0.628,0.016,0.429,0.369,0.031,0.53,0.51,0.481
SMOTE,0.01,KNN,0.748,0.024,0.429,0.247,0.045,0.591,0.546,0.44
SMOTE,0.01,LR,0.644,0.022,0.571,0.355,0.043,0.608,0.606,0.393
SMOTE,0.01,DT,0.944,0.138,0.571,0.051,0.222,0.76,0.713,0.305
SMOTE,0.01,RF,0.974,0.25,0.429,0.018,0.316,0.705,0.597,0.404
SMOTE,0.01,LightGBM,0.982,0.333,0.286,0.008,0.308,0.639,0.444,0.505
SMOTE,0.01,Adaboost,0.984,0.0,0.0,0.002,0.0,0.499,0.0,0.707
SMOTE,0.01,GBDT,0.97,0.167,0.286,0.02,0.211,0.633,0.442,0.505
ADASYN,0.01,SVM,0.606,0.015,0.429,0.391,0.03,0.519,0.503,0.49
ADASYN,0.01,KNN,0.754,0.032,0.571,0.243,0.061,0.664,0.651,0.349
ADASYN,0.01,LR,0.644,0.022,0.571,0.355,0.043,0.608,0.606,0.393
ADASYN,0.01,DT,0.97,0.25,0.571,0.024,0.348,0.774,0.721,0.304
ADASYN,0.01,RF,0.976,0.273,0.429,0.016,0.333,0.706,0.597,0.404
ADASYN,0.01,LightGBM,0.986,0.5,0.286,0.004,0.364,0.641,0.444,0.505
ADASYN,0.01,Adaboost,0.964,0.077,0.143,0.024,0.1,0.559,0.249,0.606
ADASYN,0.01,GBDT,0.976,0.143,0.143,0.012,0.143,0.565,0.25,0.606
BorderlineSMOTE,0.01,SVM,0.586,0.019,0.571,0.414,0.037,0.579,0.579,0.421
BorderlineSMOTE,0.01,KNN,0.92,0.029,0.143,0.069,0.048,0.537,0.248,0.608
BorderlineSMOTE,0.01,LR,0.51,0.02,0.714,0.493,0.039,0.611,0.593,0.403
BorderlineSMOTE,0.01,DT,0.974,0.0,0.0,0.012,0.0,0.494,0.0,0.707
BorderlineSMOTE,0.01,RF,0.986,0.5,0.143,0.002,0.222,0.57,0.25,0.606
BorderlineSMOTE,0.01,LightGBM,0.978,0.167,0.143,0.01,0.154,0.566,0.25,0.606
BorderlineSMOTE,0.01,Adaboost,0.968,0.154,0.286,0.022,0.2,0.632,0.442,0.505
BorderlineSMOTE,0.01,GBDT,0.974,0.125,0.143,0.014,0.133,0.564,0.25,0.606
SVMSMOTE,0.02,SVM,0.568,0.018,0.571,0.432,0.036,0.57,0.57,0.43
SVMSMOTE,0.02,KNN,0.916,0.051,0.286,0.075,0.087,0.605,0.437,0.508
SVMSMOTE,0.02,LR,0.51,0.02,0.714,0.493,0.039,0.611,0.593,0.403
