oversampling_scheme,runtime,learner,acc,prec,recall,fpr,f1,auc,g_score,d2h
SVMSMOTE,0.04,DT,0.958,0.0,0.0,0.028,0.0,0.486,0.0,0.707
SVMSMOTE,0.04,RF,0.98,0.0,0.0,0.006,0.0,0.497,0.0,0.707
SVMSMOTE,0.04,LightGBM,0.984,0.333,0.143,0.004,0.2,0.569,0.25,0.606
SVMSMOTE,0.04,Adaboost,0.97,0.1,0.143,0.018,0.118,0.562,0.249,0.606
SVMSMOTE,0.04,GBDT,0.976,0.143,0.143,0.012,0.143,0.565,0.25,0.606
SMOTUNED,65.45,SVM,0.718,0.007,0.143,0.274,0.014,0.435,0.239,0.636
SMOTUNED,71.03,KNN,0.942,0.0,0.0,0.045,0.0,0.478,0.0,0.708
SMOTUNED,517.58,LR,0.848,0.014,0.143,0.142,0.026,0.5,0.245,0.614
SMOTUNED,56.01,DT,0.92,0.098,0.571,0.075,0.167,0.748,0.706,0.308
SMOTUNED,235.37,RF,0.978,0.0,0.0,0.008,0.0,0.496,0.0,0.707
SMOTUNED,97.1,LightGBM,0.98,0.2,0.143,0.008,0.167,0.567,0.25,0.606
SMOTUNED,215.25,Adaboost,0.97,0.1,0.143,0.018,0.118,0.562,0.249,0.606
SMOTUNED,213.58,GBDT,0.968,0.235,0.571,0.026,0.333,0.773,0.72,0.304
DAZZLE,438.6142144203186,SVM,0.986,0.0,0.0,0.0,0.0,0.5,0.0,0.707
DAZZLE,438.6142144203186,KNN,0.984,0.0,0.0,0.002,0.0,0.499,0.0,0.707
DAZZLE,438.6142144203186,LR,0.908,0.047,0.286,0.083,0.08,0.601,0.436,0.508
DAZZLE,438.6142144203186,DT,0.97,0.1,0.143,0.018,0.118,0.562,0.249,0.606
DAZZLE,438.6142144203186,RF,0.986,0.0,0.0,0.0,0.0,0.5,0.0,0.707
DAZZLE,438.6142144203186,LightGBM,0.986,0.5,0.143,0.002,0.222,0.57,0.25,0.606
DAZZLE,438.6142144203186,Adaboost,0.978,0.25,0.286,0.012,0.267,0.637,0.443,0.505
DAZZLE,438.6142144203186,GBDT,0.968,0.0,0.0,0.018,0.0,0.491,0.0,0.707
WGAN,3.83,SVM,0.986,0.0,0.0,0.0,0.0,0.5,0.0,0.707
WGAN,3.83,KNN,0.986,0.0,0.0,0.0,0.0,0.5,0.0,0.707
WGAN,3.83,LR,0.014,0.014,1.0,1.0,0.028,0.5,0.0,0.707
WGAN,3.83,DT,0.984,0.0,0.0,0.002,0.0,0.499,0.0,0.707
WGAN,3.83,RF,0.986,0.0,0.0,0.0,0.0,0.5,0.0,0.707
WGAN,3.83,LightGBM,0.984,0.333,0.143,0.004,0.2,0.569,0.25,0.606
WGAN,3.83,Adaboost,0.032,0.014,1.0,0.982,0.028,0.509,0.036,0.694
WGAN,3.83,GBDT,0.964,0.0,0.0,0.022,0.0,0.489,0.0,0.707
RP,0.5996217727661133,SVM,0.978,0.0,0.0,0.008,0.0,0.496,0.0,0.707
RP,0.5996217727661133,KNN,0.952,0.0,0.0,0.034,0.0,0.483,0.0,0.708
RP,0.5996217727661133,LR,0.848,0.014,0.143,0.142,0.026,0.5,0.245,0.614
RP,0.5996217727661133,DT,0.958,0.182,0.571,0.037,0.276,0.767,0.717,0.304
RP,0.5996217727661133,RF,0.984,0.0,0.0,0.002,0.0,0.499,0.0,0.707
RP,0.5996217727661133,LightGBM,0.978,0.167,0.143,0.01,0.154,0.566,0.25,0.606
RP,0.5996217727661133,Adaboost,0.974,0.2,0.286,0.016,0.235,0.635,0.443,0.505
RP,0.5996217727661133,GBDT,0.968,0.235,0.571,0.026,0.333,0.773,0.72,0.304
Howso,131.87645649909973,SVM,0.506,0.012,0.429,0.493,0.024,0.468,0.465,0.534
Howso,131.87645649909973,KNN,0.862,0.03,0.286,0.13,0.055,0.578,0.43,0.513
Howso,131.87645649909973,LR,0.506,0.016,0.571,0.495,0.031,0.538,0.536,0.463
Howso,131.87645649909973,DT,0.164,0.007,0.429,0.84,0.014,0.294,0.233,0.718
Howso,131.87645649909973,RF,0.536,0.021,0.714,0.467,0.041,0.624,0.611,0.387
Howso,131.87645649909973,LightGBM,0.69,0.032,0.714,0.31,0.061,0.702,0.702,0.298
Howso,131.87645649909973,Adaboost,0.912,0.07,0.429,0.081,0.12,0.674,0.585,0.408
Howso,131.87645649909973,GBDT,0.508,0.024,0.857,0.497,0.047,0.68,0.634,0.366
DS,0.62850022315979,SVM,0.986,0.0,0.0,0.0,0.0,0.5,0.0,0.707
DS,0.62850022315979,KNN,0.986,0.0,0.0,0.0,0.0,0.5,0.0,0.707
DS,0.62850022315979,LR,0.964,0.077,0.143,0.024,0.1,0.559,0.249,0.606
DS,0.62850022315979,DT,0.966,0.083,0.143,0.022,0.105,0.56,0.249,0.606
DS,0.62850022315979,RF,0.986,0.0,0.0,0.0,0.0,0.5,0.0,0.707
DS,0.62850022315979,LightGBM,0.982,0.0,0.0,0.004,0.0,0.498,0.0,0.707
DS,0.62850022315979,Adaboost,0.974,0.0,0.0,0.012,0.0,0.494,0.0,0.707
DS,0.62850022315979,GBDT,0.986,0.0,0.0,0.0,0.0,0.5,0.0,0.707
SDV_GC,9.138245820999146,SVM,0.944,0.043,0.143,0.045,0.067,0.549,0.249,0.607
SDV_GC,9.138245820999146,KNN,0.962,0.0,0.0,0.024,0.0,0.488,0.0,0.707
SDV_GC,9.138245820999146,LR,0.984,0.0,0.0,0.002,0.0,0.499,0.0,0.707
SDV_GC,9.138245820999146,DT,0.966,0.083,0.143,0.022,0.105,0.56,0.249,0.606
SDV_GC,9.138245820999146,RF,0.984,0.0,0.0,0.002,0.0,0.499,0.0,0.707
SDV_GC,9.138245820999146,LightGBM,0.982,0.0,0.0,0.004,0.0,0.498,0.0,0.707
SDV_GC,9.138245820999146,Adaboost,0.966,0.0,0.0,0.02,0.0,0.49,0.0,0.707
SDV_GC,9.138245820999146,GBDT,0.974,0.125,0.143,0.014,0.133,0.564,0.25,0.606
SDV_GAN,97.62558174133301,SVM,0.936,0.037,0.143,0.053,0.059,0.545,0.248,0.607
SDV_GAN,97.62558174133301,KNN,0.966,0.0,0.0,0.02,0.0,0.49,0.0,0.707
SDV_GAN,97.62558174133301,LR,0.982,0.0,0.0,0.004,0.0,0.498,0.0,0.707
SDV_GAN,97.62558174133301,DT,0.966,0.083,0.143,0.022,0.105,0.56,0.249,0.606
SDV_GAN,97.62558174133301,RF,0.982,0.0,0.0,0.004,0.0,0.498,0.0,0.707
SDV_GAN,97.62558174133301,LightGBM,0.98,0.2,0.143,0.008,0.167,0.567,0.25,0.606
SDV_GAN,97.62558174133301,Adaboost,0.964,0.0,0.0,0.022,0.0,0.489,0.0,0.707
SDV_GAN,97.62558174133301,GBDT,0.956,0.0,0.0,0.03,0.0,0.485,0.0,0.707
