oversampling_scheme,runtime,learner,acc,prec,recall,fpr,f1,auc,g_score,d2h
SVMSMOTE,0.02,DT,0.958,0.0,0.0,0.028,0.0,0.486,0.0,0.707
SVMSMOTE,0.02,RF,0.98,0.0,0.0,0.006,0.0,0.497,0.0,0.707
SVMSMOTE,0.02,LightGBM,0.984,0.333,0.143,0.004,0.2,0.569,0.25,0.606
SVMSMOTE,0.02,Adaboost,0.97,0.1,0.143,0.018,0.118,0.562,0.249,0.606
SVMSMOTE,0.02,GBDT,0.976,0.143,0.143,0.012,0.143,0.565,0.25,0.606
SMOTUNED,56.86,SVM,0.718,0.007,0.143,0.274,0.014,0.435,0.239,0.636
SMOTUNED,59.88,KNN,0.942,0.0,0.0,0.045,0.0,0.478,0.0,0.708
SMOTUNED,486.35,LR,0.848,0.014,0.143,0.142,0.026,0.5,0.245,0.614
SMOTUNED,58.36,DT,0.92,0.098,0.571,0.075,0.167,0.748,0.706,0.308
SMOTUNED,233.13,RF,0.978,0.0,0.0,0.008,0.0,0.496,0.0,0.707
SMOTUNED,100.95,LightGBM,0.98,0.2,0.143,0.008,0.167,0.567,0.25,0.606
SMOTUNED,224.37,Adaboost,0.97,0.1,0.143,0.018,0.118,0.562,0.249,0.606
SMOTUNED,218.64,GBDT,0.968,0.235,0.571,0.026,0.333,0.773,0.72,0.304
DAZZLE,456.57205271720886,SVM,0.986,0.0,0.0,0.0,0.0,0.5,0.0,0.707
DAZZLE,456.57205271720886,KNN,0.986,0.0,0.0,0.0,0.0,0.5,0.0,0.707
DAZZLE,456.57205271720886,LR,0.868,0.0,0.0,0.12,0.0,0.44,0.0,0.712
DAZZLE,456.57205271720886,DT,0.97,0.1,0.143,0.018,0.118,0.562,0.249,0.606
DAZZLE,456.57205271720886,RF,0.986,0.0,0.0,0.0,0.0,0.5,0.0,0.707
DAZZLE,456.57205271720886,LightGBM,0.986,0.5,0.143,0.002,0.222,0.57,0.25,0.606
DAZZLE,456.57205271720886,Adaboost,0.978,0.0,0.0,0.008,0.0,0.496,0.0,0.707
DAZZLE,456.57205271720886,GBDT,0.978,0.0,0.0,0.008,0.0,0.496,0.0,0.707
