oversampling_scheme,runtime,learner,acc,prec,recall,fpr,f1,auc,g_score,d2h
No,0,SVM,0.988,0.0,0.0,0.0,0.0,0.5,0.0,0.707
No,0,KNN,0.981,0.0,0.0,0.007,0.0,0.496,0.0,0.707
No,0,LR,0.983,0.0,0.0,0.005,0.0,0.498,0.0,0.707
No,0,DT,0.971,0.0,0.0,0.017,0.0,0.491,0.0,0.707
No,0,RF,0.988,0.0,0.0,0.0,0.0,0.5,0.0,0.707
No,0,LightGBM,0.985,0.0,0.0,0.002,0.0,0.499,0.0,0.707
No,0,Adaboost,0.985,0.0,0.0,0.002,0.0,0.499,0.0,0.707
No,0,GBDT,0.978,0.167,0.2,0.012,0.182,0.594,0.333,0.566
Random,0.01,SVM,0.876,0.021,0.2,0.115,0.038,0.542,0.326,0.572
Random,0.01,KNN,0.959,0.0,0.0,0.029,0.0,0.485,0.0,0.707
Random,0.01,LR,0.816,0.014,0.2,0.177,0.026,0.512,0.322,0.579
Random,0.01,DT,0.973,0.0,0.0,0.015,0.0,0.493,0.0,0.707
Random,0.01,RF,0.988,0.0,0.0,0.0,0.0,0.5,0.0,0.707
Random,0.01,LightGBM,0.988,0.0,0.0,0.0,0.0,0.5,0.0,0.707
Random,0.01,Adaboost,0.951,0.0,0.0,0.037,0.0,0.482,0.0,0.708
Random,0.01,GBDT,0.983,0.0,0.0,0.005,0.0,0.498,0.0,0.707
SMOTE,0.01,SVM,0.806,0.025,0.4,0.189,0.048,0.605,0.536,0.445
SMOTE,0.01,KNN,0.891,0.0,0.0,0.098,0.0,0.451,0.0,0.711
SMOTE,0.01,LR,0.813,0.014,0.2,0.179,0.025,0.51,0.322,0.58
SMOTE,0.01,DT,0.951,0.0,0.0,0.037,0.0,0.482,0.0,0.708
SMOTE,0.01,RF,0.961,0.0,0.0,0.027,0.0,0.486,0.0,0.707
SMOTE,0.01,LightGBM,0.983,0.0,0.0,0.005,0.0,0.498,0.0,0.707
SMOTE,0.01,Adaboost,0.903,0.0,0.0,0.086,0.0,0.457,0.0,0.71
