oversampling_scheme,runtime,learner,acc,prec,recall,fpr,f1,auc,g_score,d2h
No,0,SVM,0.988,0.0,0.0,0.0,0.0,0.5,0.0,0.707
No,0,KNN,0.985,0.0,0.0,0.002,0.0,0.499,0.0,0.707
No,0,LR,0.988,0.0,0.0,0.0,0.0,0.5,0.0,0.707
No,0,DT,0.973,0.0,0.0,0.015,0.0,0.493,0.0,0.707
No,0,RF,0.988,0.0,0.0,0.0,0.0,0.5,0.0,0.707
No,0,LightGBM,0.988,0.0,0.0,0.0,0.0,0.5,0.0,0.707
No,0,Adaboost,0.985,0.0,0.0,0.002,0.0,0.499,0.0,0.707
No,0,GBDT,0.981,0.0,0.0,0.007,0.0,0.496,0.0,0.707
Random,0.01,SVM,0.84,0.0,0.0,0.15,0.0,0.425,0.0,0.715
Random,0.01,KNN,0.973,0.0,0.0,0.015,0.0,0.493,0.0,0.707
Random,0.01,LR,0.767,0.021,0.4,0.229,0.04,0.586,0.527,0.454
Random,0.01,DT,0.983,0.0,0.0,0.005,0.0,0.498,0.0,0.707
Random,0.01,RF,0.988,0.0,0.0,0.0,0.0,0.5,0.0,0.707
Random,0.01,LightGBM,0.985,0.0,0.0,0.002,0.0,0.499,0.0,0.707
Random,0.01,Adaboost,0.973,0.0,0.0,0.015,0.0,0.493,0.0,0.707
Random,0.01,GBDT,0.988,0.0,0.0,0.0,0.0,0.5,0.0,0.707
SMOTE,0.01,SVM,0.847,0.0,0.0,0.143,0.0,0.429,0.0,0.714
SMOTE,0.01,KNN,0.913,0.03,0.2,0.079,0.053,0.561,0.329,0.568
SMOTE,0.01,LR,0.782,0.022,0.4,0.214,0.043,0.593,0.53,0.45
SMOTE,0.01,DT,0.964,0.083,0.2,0.027,0.118,0.586,0.332,0.566
SMOTE,0.01,RF,0.978,0.167,0.2,0.012,0.182,0.594,0.333,0.566
SMOTE,0.01,LightGBM,0.983,0.25,0.2,0.007,0.222,0.596,0.333,0.566
SMOTE,0.01,Adaboost,0.944,0.05,0.2,0.047,0.08,0.577,0.331,0.567
SMOTE,0.01,GBDT,0.983,0.25,0.2,0.007,0.222,0.596,0.333,0.566
ADASYN,0.01,SVM,0.852,0.0,0.0,0.138,0.0,0.431,0.0,0.714
ADASYN,0.01,KNN,0.91,0.029,0.2,0.081,0.051,0.559,0.329,0.569
ADASYN,0.01,LR,0.777,0.022,0.4,0.219,0.042,0.591,0.529,0.452
ADASYN,0.01,DT,0.949,0.056,0.2,0.042,0.087,0.579,0.331,0.566
ADASYN,0.01,RF,0.968,0.1,0.2,0.022,0.133,0.589,0.332,0.566
ADASYN,0.01,LightGBM,0.983,0.25,0.2,0.007,0.222,0.596,0.333,0.566
ADASYN,0.01,Adaboost,0.959,0.0,0.0,0.029,0.0,0.485,0.0,0.707
ADASYN,0.01,GBDT,0.981,0.0,0.0,0.007,0.0,0.496,0.0,0.707
BorderlineSMOTE,0.01,SVM,0.954,0.0,0.0,0.034,0.0,0.483,0.0,0.708
BorderlineSMOTE,0.01,KNN,0.981,0.0,0.0,0.007,0.0,0.496,0.0,0.707
BorderlineSMOTE,0.01,LR,0.891,0.024,0.2,0.101,0.043,0.55,0.327,0.57
BorderlineSMOTE,0.01,DT,0.964,0.0,0.0,0.025,0.0,0.488,0.0,0.707
BorderlineSMOTE,0.01,RF,0.985,0.0,0.0,0.002,0.0,0.499,0.0,0.707
BorderlineSMOTE,0.01,LightGBM,0.981,0.0,0.0,0.007,0.0,0.496,0.0,0.707
BorderlineSMOTE,0.01,Adaboost,0.981,0.0,0.0,0.007,0.0,0.496,0.0,0.707
BorderlineSMOTE,0.01,GBDT,0.978,0.0,0.0,0.01,0.0,0.495,0.0,0.707
SVMSMOTE,0.04,SVM,0.956,0.0,0.0,0.032,0.0,0.484,0.0,0.707
SVMSMOTE,0.04,KNN,0.981,0.0,0.0,0.007,0.0,0.496,0.0,0.707
SVMSMOTE,0.04,LR,0.9,0.026,0.2,0.091,0.047,0.555,0.328,0.569
SVMSMOTE,0.04,DT,0.971,0.0,0.0,0.017,0.0,0.491,0.0,0.707
SVMSMOTE,0.04,RF,0.985,0.0,0.0,0.002,0.0,0.499,0.0,0.707
SVMSMOTE,0.04,LightGBM,0.985,0.0,0.0,0.002,0.0,0.499,0.0,0.707
SVMSMOTE,0.04,Adaboost,0.983,0.0,0.0,0.005,0.0,0.498,0.0,0.707
SVMSMOTE,0.04,GBDT,0.976,0.0,0.0,0.012,0.0,0.494,0.0,0.707
SMOTUNED,38.41,SVM,0.813,0.026,0.4,0.182,0.049,0.609,0.537,0.443
SMOTUNED,35.79,KNN,0.871,0.02,0.2,0.12,0.036,0.54,0.326,0.572
SMOTUNED,70.17,LR,0.806,0.025,0.4,0.189,0.048,0.605,0.536,0.445
SMOTUNED,21.13,DT,0.789,0.012,0.2,0.204,0.022,0.498,0.32,0.584
SMOTUNED,265.96,RF,0.796,0.035,0.6,0.201,0.067,0.699,0.685,0.317
SMOTUNED,70.8,LightGBM,0.869,0.038,0.4,0.125,0.069,0.637,0.549,0.433
SMOTUNED,219.39,Adaboost,0.789,0.034,0.6,0.209,0.065,0.696,0.682,0.319
SMOTUNED,227.18,GBDT,0.864,0.0,0.0,0.125,0.0,0.437,0.0,0.713
DAZZLE,1425.6806225776672,SVM,0.988,0.0,0.0,0.0,0.0,0.5,0.0,0.707
DAZZLE,1425.6806225776672,KNN,0.988,0.0,0.0,0.0,0.0,0.5,0.0,0.707
DAZZLE,1425.6806225776672,LR,0.988,0.0,0.0,0.0,0.0,0.5,0.0,0.707
DAZZLE,1425.6806225776672,DT,0.971,0.0,0.0,0.017,0.0,0.491,0.0,0.707
DAZZLE,1425.6806225776672,RF,0.988,0.0,0.0,0.0,0.0,0.5,0.0,0.707
DAZZLE,1425.6806225776672,LightGBM,0.988,0.0,0.0,0.0,0.0,0.5,0.0,0.707
DAZZLE,1425.6806225776672,Adaboost,0.988,0.0,0.0,0.0,0.0,0.5,0.0,0.707
DAZZLE,1425.6806225776672,GBDT,0.905,0.0,0.0,0.084,0.0,0.458,0.0,0.71
WGAN,3.39,SVM,0.988,0.0,0.0,0.0,0.0,0.5,0.0,0.707
WGAN,3.39,KNN,0.988,0.0,0.0,0.0,0.0,0.5,0.0,0.707
WGAN,3.39,LR,0.022,0.012,1.0,0.99,0.024,0.505,0.019,0.7
WGAN,3.39,DT,0.522,0.015,0.6,0.479,0.03,0.56,0.558,0.441
WGAN,3.39,RF,0.988,0.0,0.0,0.0,0.0,0.5,0.0,0.707
WGAN,3.39,LightGBM,0.954,0.0,0.0,0.034,0.0,0.483,0.0,0.708
WGAN,3.39,Adaboost,0.891,0.0,0.0,0.098,0.0,0.451,0.0,0.711
WGAN,3.39,GBDT,0.973,0.0,0.0,0.015,0.0,0.493,0.0,0.707
RP,0.4757115840911865,SVM,0.837,0.0,0.0,0.152,0.0,0.424,0.0,0.715
RP,0.4757115840911865,KNN,0.92,0.0,0.0,0.069,0.0,0.466,0.0,0.709
RP,0.4757115840911865,LR,0.765,0.031,0.6,0.233,0.058,0.683,0.673,0.327
RP,0.4757115840911865,DT,0.976,0.0,0.0,0.012,0.0,0.494,0.0,0.707
RP,0.4757115840911865,RF,0.988,0.5,0.2,0.002,0.286,0.599,0.333,0.566
RP,0.4757115840911865,LightGBM,0.985,0.0,0.0,0.002,0.0,0.499,0.0,0.707
RP,0.4757115840911865,Adaboost,0.964,0.0,0.0,0.025,0.0,0.488,0.0,0.707
