oversampling_scheme,runtime,learner,acc,prec,recall,fpr,f1,auc,g_score,d2h
No,0,SVM,0.988,0.0,0.0,0.0,0.0,0.5,0.0,0.707
No,0,KNN,0.988,0.0,0.0,0.0,0.0,0.5,0.0,0.707
No,0,LR,0.988,0.0,0.0,0.0,0.0,0.5,0.0,0.707
No,0,DT,0.973,0.0,0.0,0.015,0.0,0.493,0.0,0.707
No,0,RF,0.988,0.0,0.0,0.0,0.0,0.5,0.0,0.707
No,0,LightGBM,0.985,0.0,0.0,0.002,0.0,0.499,0.0,0.707
No,0,Adaboost,0.985,0.0,0.0,0.002,0.0,0.499,0.0,0.707
No,0,GBDT,0.973,0.0,0.0,0.015,0.0,0.493,0.0,0.707
Random,0.01,SVM,0.896,0.0,0.0,0.093,0.0,0.453,0.0,0.71
Random,0.01,KNN,0.968,0.0,0.0,0.02,0.0,0.49,0.0,0.707
Random,0.01,LR,0.818,0.039,0.6,0.179,0.074,0.71,0.693,0.31
Random,0.01,DT,0.973,0.0,0.0,0.015,0.0,0.493,0.0,0.707
Random,0.01,RF,0.988,0.0,0.0,0.0,0.0,0.5,0.0,0.707
Random,0.01,LightGBM,0.978,0.0,0.0,0.01,0.0,0.495,0.0,0.707
Random,0.01,Adaboost,0.964,0.083,0.2,0.027,0.118,0.586,0.332,0.566
Random,0.01,GBDT,0.985,0.0,0.0,0.002,0.0,0.499,0.0,0.707
SMOTE,0.01,SVM,0.92,0.0,0.0,0.069,0.0,0.466,0.0,0.709
SMOTE,0.01,KNN,0.915,0.031,0.2,0.076,0.054,0.562,0.329,0.568
SMOTE,0.01,LR,0.833,0.043,0.6,0.165,0.08,0.718,0.698,0.306
SMOTE,0.01,DT,0.951,0.0,0.0,0.037,0.0,0.482,0.0,0.708
SMOTE,0.01,RF,0.968,0.0,0.0,0.02,0.0,0.49,0.0,0.707
SMOTE,0.01,LightGBM,0.983,0.0,0.0,0.005,0.0,0.498,0.0,0.707
SMOTE,0.01,Adaboost,0.978,0.167,0.2,0.012,0.182,0.594,0.333,0.566
