oversampling_scheme,runtime,learner,acc,prec,recall,fpr,f1,auc,g_score,d2h
No,0,SVM,0.988,0.0,0.0,0.0,0.0,0.5,0.0,0.707
No,0,KNN,0.988,0.0,0.0,0.0,0.0,0.5,0.0,0.707
No,0,LR,0.988,0.0,0.0,0.0,0.0,0.5,0.0,0.707
No,0,DT,0.966,0.0,0.0,0.022,0.0,0.489,0.0,0.707
No,0,RF,0.988,0.0,0.0,0.0,0.0,0.5,0.0,0.707
No,0,LightGBM,0.983,0.0,0.0,0.005,0.0,0.498,0.0,0.707
No,0,Adaboost,0.983,0.0,0.0,0.005,0.0,0.498,0.0,0.707
No,0,GBDT,0.976,0.0,0.0,0.012,0.0,0.494,0.0,0.707
Random,0.0,SVM,0.845,0.032,0.4,0.15,0.059,0.625,0.544,0.437
Random,0.0,KNN,0.978,0.0,0.0,0.01,0.0,0.495,0.0,0.707
Random,0.0,LR,0.784,0.023,0.4,0.211,0.043,0.594,0.531,0.45
Random,0.0,DT,0.966,0.0,0.0,0.022,0.0,0.489,0.0,0.707
Random,0.0,RF,0.988,0.0,0.0,0.0,0.0,0.5,0.0,0.707
Random,0.0,LightGBM,0.981,0.0,0.0,0.007,0.0,0.496,0.0,0.707
Random,0.0,Adaboost,0.966,0.154,0.4,0.027,0.222,0.686,0.567,0.425
Random,0.0,GBDT,0.985,0.0,0.0,0.002,0.0,0.499,0.0,0.707
SMOTE,0.01,SVM,0.85,0.017,0.2,0.143,0.031,0.529,0.324,0.575
SMOTE,0.01,KNN,0.932,0.074,0.4,0.061,0.125,0.669,0.561,0.426
SMOTE,0.01,LR,0.799,0.024,0.4,0.197,0.046,0.602,0.534,0.446
SMOTE,0.01,DT,0.966,0.091,0.2,0.025,0.125,0.588,0.332,0.566
SMOTE,0.01,RF,0.968,0.0,0.0,0.02,0.0,0.49,0.0,0.707
SMOTE,0.01,LightGBM,0.976,0.0,0.0,0.012,0.0,0.494,0.0,0.707
SMOTE,0.01,Adaboost,0.937,0.043,0.2,0.054,0.071,0.573,0.33,0.567
