oversampling_scheme,runtime,learner,acc,prec,recall,fpr,f1,auc,g_score,d2h
No,0,SVM,0.988,0.0,0.0,0.0,0.0,0.5,0.0,0.707
No,0,KNN,0.988,0.0,0.0,0.0,0.0,0.5,0.0,0.707
No,0,LR,0.988,0.0,0.0,0.0,0.0,0.5,0.0,0.707
No,0,DT,0.978,0.167,0.2,0.012,0.182,0.594,0.333,0.566
No,0,RF,0.988,0.0,0.0,0.0,0.0,0.5,0.0,0.707
No,0,LightGBM,0.988,0.0,0.0,0.0,0.0,0.5,0.0,0.707
No,0,Adaboost,0.988,0.0,0.0,0.0,0.0,0.5,0.0,0.707
No,0,GBDT,0.956,0.0,0.0,0.032,0.0,0.484,0.0,0.707
Random,0.01,SVM,0.83,0.042,0.6,0.167,0.079,0.716,0.698,0.307
Random,0.01,KNN,0.971,0.0,0.0,0.017,0.0,0.491,0.0,0.707
Random,0.01,LR,0.769,0.041,0.8,0.231,0.078,0.785,0.784,0.216
Random,0.01,DT,0.981,0.0,0.0,0.007,0.0,0.496,0.0,0.707
Random,0.01,RF,0.988,0.0,0.0,0.0,0.0,0.5,0.0,0.707
Random,0.01,LightGBM,0.988,0.0,0.0,0.0,0.0,0.5,0.0,0.707
Random,0.01,Adaboost,0.959,0.0,0.0,0.029,0.0,0.485,0.0,0.707
Random,0.01,GBDT,0.988,0.0,0.0,0.0,0.0,0.5,0.0,0.707
SMOTE,0.01,SVM,0.784,0.023,0.4,0.211,0.043,0.594,0.531,0.45
SMOTE,0.01,KNN,0.922,0.034,0.2,0.069,0.059,0.566,0.329,0.568
SMOTE,0.01,LR,0.777,0.042,0.8,0.224,0.08,0.788,0.788,0.212
SMOTE,0.01,DT,0.961,0.0,0.0,0.027,0.0,0.486,0.0,0.707
SMOTE,0.01,RF,0.976,0.0,0.0,0.012,0.0,0.494,0.0,0.707
SMOTE,0.01,LightGBM,0.976,0.0,0.0,0.012,0.0,0.494,0.0,0.707
SMOTE,0.01,Adaboost,0.949,0.056,0.2,0.042,0.087,0.579,0.331,0.566
